-1.0, 1.0, 5.0, 4.0, 6.0, 6.0, -0.06249578549755041, -0.32328443396271905, -0.3494819221787531, 212.05133422529096, 12.69900590444052, 11.173464194922342
3.0, 1.0, 5.0, 3.0, 4.0, -2.0, -0.06344882204563775, -0.34143022373765797, -0.3775631655663978, 221.72633109971827, 12.53471132370576, 11.670962219862025
3.0, 1.0, 7.0, 4.0, 6.0, 3.0, -0.06282575475887456, -0.32277119168814483, -0.3563554793492424, 210.1505918254473, 12.785587410695245, 11.130150056566553
0.0, -5.0, 6.0, 1.0, 6.0, 7.0, -0.06388099979538997, -0.3323547273547095, -0.3922097266439633, 214.76104299199994, 12.441514386575792, 11.3448572515149
-1.0, -5.0, 8.0, 4.0, 6.0, 14.0, -0.0623132766295555, -0.3158319609286195, -0.33897461850530397, 207.31970695348207, 12.924371842709345, 10.879419326787266
0.0, 2.0, 4.0, 3.0, 2.0, 5.0, -0.06213671866796879, -0.32778286468304985, -0.33606528343048403, 213.00978811351587, 12.850980427570544, 11.230876288917397
4.0, -4.0, 4.0, 2.0, 4.0, 6.0, -0.0625556483376572, -0.3111335646802945, -0.3547964208717469, 206.88291954228063, 12.690195316779652, 10.840284651398095
3.0, -4.0, 2.0, 2.0, 6.0, 2.0, -0.06251678454530232, -0.32948628394756646, -0.34581389288272013, 216.03661270324886, 12.78387939122071, 11.319503678241293
0.0, -2.0, 6.0, 2.0, 4.0, 6.0, -0.06294663134453929, -0.33693548887699487, -0.3599112607907287, 220.76676481056379, 12.672301652521696, 11.613615600365417
1.0, 5.0, 5.0, 5.0, 2.0, 0.0, -0.06327923702321868, -0.3414310486670106, -0.37013212666452344, 221.72638682079594, 12.515624500421058, 11.670962085953942
3.0, 5.0, 5.0, 5.0, 6.0, 2.0, -0.06292356134127006, -0.34103955710795375, -0.3581731145109708, 218.51385463479514, 12.662247940240508, 11.552693110905274
-2.0, -3.0, 6.0, 3.0, 6.0, -1.0, -0.06329945037087589, -0.32347901455072986, -0.37271969768361046, 211.52931577993857, 12.600977596154355, 11.155248493811332
3.0, 1.0, 4.0, 3.0, 4.0, 1.0, -0.061698847686535385, -0.32277680631733713, -0.3086272703385845, 210.14899071982038, 13.25984395536478, 11.130169863214881
4.0, -5.0, 6.0, 4.0, 6.0, 11.0, -0.06304345251260461, -0.3496006947129888, -0.36042026379836406, 223.57914987096254, 12.630891190611385, 11.835480252131074
7.0, 3.0, 3.0, 3.0, 2.0, -3.0, -0.0633770222064013, -0.33713338397686965, -0.37877930703583923, 220.2460327184695, 12.467880952447711, 11.59538580857925
3.0, -6.0, 3.0, 2.0, 4.0, 3.0, -0.06320155331277685, -0.3327526687199574, -0.36771091363203867, 217.97295884357456, 12.693596234067902, 11.46311876946355
2.0, 0.0, 5.0, 4.0, 4.0, 3.0, -0.06279358649223216, -0.32001107064993106, -0.36145242497901187, 210.1144251971424, 12.620866941385959, 11.029902118432435
4.0, 3.0, 5.0, 4.0, 4.0, 0.0, -0.06306299105896296, -0.31898322928260114, -0.3717331463755122, 210.57062632838668, 12.553823427325327, 11.097907799372827
-3.0, 2.0, 5.0, 3.0, 6.0, 1.0, -0.062394528183542394, -0.32419504298325186, -0.3398069707493807, 212.9071918406342, 12.905265746673182, 11.180348628117798
2.0, -3.0, -1.0, 3.0, 4.0, 3.0, -0.0629903848623345, -0.336224907289772, -0.3617728606234302, 219.38854845901298, 12.657580059458954, 11.588500372947053
6.0, 2.0, 4.0, 4.0, 4.0, -4.0, -0.0633378975515633, -0.33733394105766296, -0.3840345859440711, 219.72526601416286, 12.360932653633062, 11.577176029396199
1.0, 1.0, 3.0, 4.0, 6.0, 0.0, -0.06215978836284179, -0.3104249864557185, -0.33459398662253353, 205.5035435339184, 12.96938137075559, 10.815172054117154
4.0, -2.0, 5.0, 3.0, 4.0, 8.0, -0.06275484851099156, -0.31981123324356153, -0.36003171628777264, 210.6358258766792, 12.633224196818942, 11.048125225296534
5.0, 5.0, 4.0, 4.0, 2.0, 1.0, -0.06300570004921721, -0.33733458675927197, -0.3496803494940287, 219.72233788242642, 12.946057778464633, 11.577147074184204
-2.0, -3.0, 6.0, 5.0, 6.0, 11.0, -0.062468439635983086, -0.311334257370629, -0.35543162046740917, 206.36170773482297, 12.685142155472288, 10.822073278194154
4.0, 5.0, 3.0, 4.0, 4.0, 1.0, -0.06341428460497198, -0.33295150068694057, -0.3745306972959685, 217.45181583228913, 12.572005464781718, 11.444885928149052
0.0, -2.0, 4.0, 2.0, 4.0, 0.0, -0.06290929919423581, -0.3278626225365803, -0.3609453153989678, 213.80142082058467, 12.676574282734476, 11.28752949759354
5.0, -5.0, 4.0, 3.0, 4.0, -1.0, -0.06317337344336031, -0.3321590146622131, -0.37819700601675593, 215.28358572053452, 12.335749403844181, 11.363117571690038
3.0, -2.0, 4.0, 4.0, 6.0, 4.0, -0.06314756671061383, -0.33207438863516664, -0.3620778960614863, 214.49015551704878, 12.722886213852304, 11.306412501018528
3.0, -5.0, 4.0, 2.0, 4.0, 1.0, -0.0634133462277085, -0.3363386838985246, -0.37759028700695335, 218.0759708263069, 12.541810646450353, 11.513585784734158
6.0, -1.0, 4.0, 2.0, 6.0, 9.0, -0.06354149660345554, -0.3330670276072133, -0.38213088071727425, 216.13951059423752, 12.444589940248942, 11.369984081600009
5.0, -2.0, 3.0, 2.0, 4.0, 4.0, -0.06389552208291645, -0.33124527919494723, -0.39585245867811675, 214.42650433671847, 12.349475669671452, 11.356152131111804
0.0, -3.0, 4.0, 1.0, 4.0, 4.0, -0.0632645026644848, -0.3286554221093593, -0.3795780189973109, 215.97217573452366, 12.410631172151316, 11.369324137143403
7.0, -6.0, 5.0, 3.0, 6.0, 6.0, -0.06327835492670542, -0.31622231523754996, -0.38043507337514093, 210.53410371960575, 12.502751213885144, 10.997604123965676
3.0, -3.0, 4.0, 4.0, 6.0, 6.0, -0.06279346387853782, -0.320011082622997, -0.36144885744010075, 210.11442933345896, 12.620915746765936, 11.029902326167946
0.0, 0.0, 4.0, 5.0, 4.0, 8.0, -0.06275063578585355, -0.31910074386120535, -0.35727635839421057, 209.25713931624756, 12.72034964401563, 11.023007066281036
-3.0, -2.0, 5.0, 3.0, 6.0, 6.0, -0.06266298128460895, -0.324787290682144, -0.3524005926937637, 215.59851778687874, 12.753591621021588, 11.280404890510779
-1.0, -2.0, 4.0, 5.0, 4.0, 1.0, -0.06303343762516439, -0.3371351832548104, -0.365948924076471, 220.2458098897274, 12.558030665445692, 11.595394286101264
5.0, 2.0, 6.0, 3.0, 4.0, 1.0, -0.062108495044211995, -0.31958216936801276, -0.32737321955930765, 213.2597974484739, 13.080201473073316, 11.197937343508368
2.0, -5.0, 5.0, 4.0, 6.0, 4.0, -0.06265453116309311, -0.3233663034251138, -0.34688629501411955, 212.8411441173565, 12.927826957557068, 11.230168736528942
-1.0, -4.0, 6.0, 3.0, 6.0, 6.0, -0.06286914939582983, -0.32754646901806916, -0.3527029921893214, 215.63498410876588, 12.809075527472517, 11.380645356210868
