00095,6,08579,08178,08274,08140,08048,08255
00100,7,08581,08181,08274,08141,08049,08254
00105,8,08577,08175,08274,08142,08051,08256
00110,9,08574,08176,08276,08140,08050,08261
00115,0,08577,08174,08275,08140,08051,08255
00120,1,08580,08180,08275,08142,08052,08251
00125,2,08579,08178,08274,08142,08049,08248
00130,3,08576,08177,08275,08143,08050,08252
00135,4,08583,08180,08273,08140,08049,08252
00140,5,08581,08179,08274,08140,08050,08244
00145,6,08578,08176,08274,08142,08050,08243
00150,7,08583,08174,08276,08139,08050,08250
00155,8,08577,08179,08275,08141,08051,08248
00160,9,08579,08181,08273,08140,08048,08254
00165,0,08586,08176,08274,08140,08049,08258
00170,1,08577,08174,08273,08141,08050,08260
00175,2,08583,08176,08276,08141,08050,08258
00180,3,08580,08175,08272,08139,08050,08245
00185,4,08585,08173,08275,08141,08051,08247
00190,5,08582,08178,08272,08140,08050,08249
00195,6,08580,08184,08273,08141,08048,08253
00200,7,08580,08173,08274,08141,08051,08255
00205,8,08580,08174,08274,08141,08050,08252
00210,9,08583,08185,08273,08141,08048,08251
00215,0,08582,08180,08274,08141,08050,08247
00220,1,08577,08174,08272,08140,08051,08253
00225,2,08580,08180,08272,08141,08050,08253
00230,3,08579,08180,08274,08142,08050,08252
00235,4,08582,08175,08275,08139,08050,08247
00240,5,08580,08173,08272,08140,08051,08249
00245,6,08587,08178,08274,08141,08050,08255
00250,7,08584,08176,08273,08141,08050,08250
00255,8,08580,08180,08273,08141,08050,08257
00260,9,08575,08177,08273,08141,08050,08250
00265,0,08582,08175,08272,08141,08050,08256
00270,1,08576,08173,08272,08141,08052,08255
00280,4,08251,12824,12799,00517,20988,53751
00285,2,08255,16920,12799,08709,12796,53751
00290,3,08253,21016,16895,00517,08700,53751
00295,4,08255,25112,08703,00517,04604,53751
00300,1,08248,29208,00511,04613,00508,53751
00305,4,08252,33304,08703,00517,08700,53751
00310,4,08251,37400,12799,16901,08700,53751
00315,2,08250,00536,25086,61957,00508,57847
00320,2,08252,04631,61951,25093,08700,57847
00325,2,08251,08728,16894,61957,12796,49655
00330,4,08253,12824,08703,00517,00508,57847
00335,2,08250,16920,20991,00517,00508,53751
00340,2,08252,21016,04607,16901,04604,49655
00345,2,08252,25111,61951,25093,12796,53751
00350,3,08253,29208,04607,12805,08700,53751
00355,3,08250,33304,12798,57861,12796,53751
00360,2,08253,37400,29182,49669,08700,45559
00365,1,08254,00536,16895,00517,04604,45559
00370,1,08256,04632,08703,00517,00508,49655
00375,1,08248,08728,16894,53765,04604,53751
00380,3,08252,12824,20991,00517,08700,49655
00385,1,08254,16920,16894,61957,04604,49655
00390,4,08248,21016,20991,12805,08700,53751
00395,2,08251,25112,04607,04613,08700,49655
00400,3,08254,29208,20991,00517,00508,49655
00405,1,08254,33304,16894,53765,16892,57847
00410,4,08258,37400,29182,45572,61948,49655
00415,4,08248,00536,16895,08709,12796,53751
00420,3,08251,04632,12799,00517,08700,53751
00425,2,08254,08728,20991,12805,12796,49655
00430,2,08244,12823,53758,61957,08700,53751
00435,3,08258,16920,08703,08709,08700,49655
00440,2,08251,21016,12798,61957,04604,45559
00445,2,08254,25112,08703,12805,08700,53751
00450,2,08255,29208,29183,12805,08700,53751
00455,2,08254,33304,12799,00517,08700,53751
00460,4,08252,37400,12799,12805,04604,45559
00465,2,08250,00536,29183,00517,12796,49655
00470,1,08253,04632,08703,20997,12796,57847
00475,3,08244,08728,04607,20997,16892,53751
00480,2,08257,12824,20991,08709,12796,53751
00485,2,08258,16919,61951,16901,08700,61943
00490,3,08254,21016,16895,20997,16892,53751
00495,3,08254,25112,00511,12805,12796,53751
00500,2,08253,29207,57855,25093,00508,57847
00505,3,08248,33304,20991,12805,12796,53751
00510,2,08255,37400,29183,00517,16892,53751
00515,1,08253,00536,08703,20997,08700,49655
00520,1,08254,04632,20991,20997,12796,53751
00525,1,08251,08728,20991,00517,04604,49655
00530,2,08253,12824,00511,00517,12796,49655
00535,4,08256,16920,16894,53765,04604,49655
00540,1,08251,21016,20991,00517,04604,49655
00545,1,08257,25112,16895,12805,16892,49655
00550,4,08253,29208,04606,61957,12796,49655
00555,3,08255,33303,61950,57861,20988,53751
00560,3,08255,37400,12799,00517,08700,53751
00565,3,08248,00536,20990,61957,16892,53751
00570,2,08259,04632,08703,20997,16892,53751
00575,1,08254,08728,20991,00517,04604,41463
00580,3,08250,12824,29183,00517,08700,53751
00585,2,08251,16920,41471,08709,12796,49655
00590,2,08254,21016,20990,53765,16892,45559
00595,2,08255,25112,20991,16901,08700,53751
00600,2,08252,29208,29183,12805,08700,53751
00605,0,08254,33304,29183,08709,08700,53751
00610,1,08255,37400,16895,08709,08700,53751
00615,3,08254,00536,08703,00517,12796,49655
00620,1,08255,04632,37375,00517,12796,53751
00625,2,08248,08728,20990,57861,08700,45559
00630,2,08256,12824,37374,57861,08700,41463
00635,1,08254,16920,41471,00517,04604,49655
00640,1,08253,21016,16895,16901,08700,53751
00645,1,08262,25112,45567,12805,16892,49655
00650,2,08256,29207,57855,16901,12796,53751
00655,4,08255,33304,16895,04613,08700,45559
00660,2,08252,37400,08703,25093,12796,49655
00665,1,08257,00536,16895,25093,04604,49655
00670,0,08250,04632,37375,00517,00508,53751
00675,2,08254,08728,41471,08709,04604,41463
00680,1,08258,12824,25087,00517,00508,49655
00685,2,08252,16920,33279,16901,04604,57847
00690,0,08255,21016,00511,00517,16892,49655
00695,4,08249,25112,33279,25093,08700,45559
00700,2,08250,29208,29183,25093,08700,53751
00705,3,08251,33304,25086,57861,04604,45559
00710,2,08255,37400,16895,04613,04604,53751
00715,2,08244,00536,25087,08709,00508,53751
00720,1,08253,04632,29183,04613,12796,53751
00725,1,08252,08728,53759,04613,08700,53751
00730,1,08250,12824,41471,00517,08700,49655
00735,1,08255,16920,08703,25093,12796,53751
00740,1,08252,21016,04606,61957,08700,49655
00745,3,08254,25112,16895,00516,61948,49655
00750,2,08253,29208,00511,20997,16892,53751
00755,4,08260,33304,29182,57861,08700,53751
00760,2,08252,37400,45567,08709,16892,53751
00765,3,08253,00536,12799,08709,20988,57847
00770,1,08255,04632,29182,45573,08700,49655
00775,2,08256,08728,29183,08709,12796,53751
00780,1,08260,12824,29183,08709,16892,49655
00785,0,08251,16920,29182,61957,04604,45559
00790,2,08251,21016,29183,00517,08700,53751
00795,1,08254,25112,29183,20997,12796,53751
00800,1,08253,29208,29183,16901,16892,53751
00805,1,08262,33304,08702,61957,04604,53751
00810,4,08254,37400,16895,00517,04604,49655
00815,3,08254,00536,20991,00517,12796,49655
00820,2,08248,04632,25086,57861,08700,57847
00825,1,08255,08728,12799,16901,08700,53751
00830,2,08250,12824,25086,57861,12796,57847
00835,1,08251,16920,20990,45573,12796,45559
00840,4,08251,21016,29183,12805,04604,53751
00845,2,08250,25112,08703,08709,12796,49655
00850,2,08255,29208,20991,12805,08700,49655
00855,2,08256,33304,29182,57861,00508,53751
00860,1,08244,37400,08703,20997,12796,53751
00865,3,08256,00536,41471,00517,08700,49655
00870,1,08258,04632,12799,12805,16892,53751
00875,2,08262,08728,08703,00517,12796,53751
00880,1,08260,12824,12798,53765,08700,45559
00885,3,08245,16920,08703,12805,12796,53751
00890,4,08251,21015,61951,16901,08700,57847
00895,1,08260,25112,29183,00517,00508,49655
00900,1,08252,29208,08703,20997,08700,53751
00905,3,08252,33304,08702,61957,04604,53751
00910,4,08246,37400,12798,45573,08700,49655
00915,4,08253,00536,08703,00517,08700,53751
00920,3,08256,04632,20990,61957,12796,49655
00925,2,08256,08728,04607,20997,12796,53751
00930,2,08260,12824,04606,57861,04604,53751
00935,3,08248,16920,16895,00517,12796,53751
00940,2,08253,21016,12799,08709,12796,53751
00945,2,08256,25112,16894,53765,00508,53751
00950,3,08256,29208,16895,08709,04604,53751
00955,3,08250,33304,12798,61957,16892,53751
00960,2,08250,37400,12799,00517,16892,45559
00965,2,08257,00536,04607,25093,08700,53751
00970,3,08255,04632,04607,12805,04604,53751
00975,1,08257,08728,20991,20997,12796,53750
00980,1,08257,08728,20991,20997,12796,53750
00985,1,08253,16920,12799,00517,08700,53751
00990,2,08254,21016,16894,61957,12796,53751
00995,0,08257,25111,61951,04613,12796,53751
01000,1,08257,29208,29183,16901,12796,53751
